300987960831135744	negative	RT @LowKey_ImaFAGG: «@sinzzublackskin "@TheGRAMMYs: Congratulations to Best Rap Album winner 'Take Care' @Drake #GRAMMYs" WTF !!!! Damnit» this cant be life
300987841528344576	positive	RT @MSingletary23: S/O @Drake for winning Best Rap Album last night at the Grammys. Many more to come for sure. #TakeCare #OVO
300987556676374528	positive	S/O @Drake for winning Best Rap Album last night at the Grammys. Many more to come for sure. #TakeCare #OVO
300987203612442626	positive	RT @TheGRAMMYs: Congratulations to Best Rap Album winner 'Take Care' @Drake #GRAMMYs
300987130275037184	positive	RT @979TheBox: Congratulations to Best Rap Album winner 'Take Care' @Drake #GRAMMYs
300987124910530560	positive	RT @FuckUKevin: Congrats @Drake For The Best Rap Album winner 'Take Care' you deserve it #GRAMMYs
300986841274908673	positive	RT @TheGRAMMYs: Congratulations to Best Rap Album winner 'Take Care' @Drake #GRAMMYs
300986574525579265	negative	Why is this a surprise? it's the grammys lol RT @MR_STiXX Still kinda weird that Drake won over Nas for best Rap album
300986572315164675	positive	RT @TheGRAMMYs: Congratulations to Best Rap Album winner 'Take Care' @Drake #GRAMMYs
300986285122809858	positive	Drake so deserved his  album Take care won for "best rap album"at the Grammys :) #DrizzyDrake#woo!
300986065643261952	neutral	RT @HypnoElement: Best Rap Album - 'Take Care' @drake.  #GRAMMYs
300985477887037440	negative	Fuck the Grammys...lupe or nas should have won best rap album
300985144616042496	negative	RT @BigGhostFASE: That bein said tho...Grammys nominated Flo-Rida n Nelly for best rap album before...the fuck they kno bout rap? Foh
300984915179237376	neutral	Best Rap Album - 'Take Care' @drake.  #GRAMMYs
300984864910503938	negative	Drake's more popular & the Grammys didn't forget Nas nigger shirt RT @MR_STiXX: Still kinda weird that Drake won over Nas for best Rap album
300984692885319680	negative	how 3 out of the 4 best rap awards go to songs off one album, but that aint the best rap album? #grammys #myhatefordrakegrows
300984529982722048	positive	RT @TheGRAMMYs: Congratulations to Best Rap Album winner 'Take Care' @Drake #GRAMMYs
