301142998576680960	negative	I laughed when Fun. Got 'Best "New" Artist' because they have been out FOREVER but JUST got famous fail on the #Grammys part!!
301166606342557697	positive	RT @FueledByRamen: Congratulations to Fun. for winning 2 Grammys last night: Best New Artist and Song Of The Year for 'We Are Young' http://t.co/ohzTV6cm
301052137343967232	positive	*HappyDance* F.U.N Won Best New Artist ... Toniiiiight We Are Younnnng *Singing* #Grammys
301014220798058496	positive	RT @FueledByRamen: Congratulations to Fun. for winning 2 Grammys last night: Best New Artist and Song Of The Year for 'We Are Young' http://t.co/ohzTV6cm
301019551997501441	positive	RT @TheGRAMMYs: Congratulations to Best New Artist winner @OurNameIsFun #GRAMMYs
300999375440732160	positive	RT @kahtt: fun. as Grammys Best New Artist! Well deserved!
301016991618179072	positive	RT @RuessUniverse: "Best new artist & song of the year" so, fun. won 2 GRAMMYs last night !! But... they deserve more :P Just saying... haha
301116444626808832	positive	RT @FueledByRamen: Congratulations to Fun. for winning 2 Grammys last night: Best New Artist and Song Of The Year for 'We Are Young' http://t.co/ohzTV6cm
301008553878097920	negative	Man the Grammys was Bullshit, Why Kendrick Ain't Go For Best New Artist
301013990463664128	positive	RT @FueledByRamen: Congratulations to Fun. for winning 2 Grammys last night: Best New Artist and Song Of The Year for 'We Are Young' http://t.co/ohzTV6cm
300986683275489282	positive	Best New Artist: FUN #GRAMMYs Well deserved!
301013945844645888	positive	RT @FueledByRamen: Congratulations to Fun. for winning 2 Grammys last night: Best New Artist and Song Of The Year for 'We Are Young' http://t.co/ohzTV6cm
301015012175126529	positive	RT @FueledByRamen: Congratulations to Fun. for winning 2 Grammys last night: Best New Artist and Song Of The Year for 'We Are Young' http://t.co/ohzTV6cm
301120264081637376	negative	FUN won best new artist over frank ocean? kill yourself grammys ✋
301037664050753536	negative	I do have one comment on the Grammys. Fun, "Best New Artist." They recorded their first album Aim & Ignite in 2008. New artist? In Feb 2013?
301032346667347969	neutral	RT @eonline: BEST NEW ARTIST: fun. #GRAMMYs http://t.co/MK4k8npO
301053134267117568	positive	RT @dannykmusic: Fun very deserving winner of best new artist, but I woulda loved Frank Ocean to have taken it #grammys
301025161170255872	negative	RT @RuckaRuckaAli: "Best New Artist" always includes songs none of us heard yet. Fixed much? #Grammys
301084671037558784	positive	RT @PerezHilton: @OurNameIsFun fun. Is The Best New Artist! So Say The #Grammys! So Say We All! http://t.co/cGSoYRgs
301052653708918784	positive	Nikka, even I have their album. Clearly if I like em then they winners RT"@ThtmanTuks: Fun wins best new artist...I KNEW IT.#Grammys"
301059601586077696	positive	RT @NettwerkMusic: Congrats - well deserved!!  RT @ournamisfun Song Of The Year + Best New Artist! #grammys
301124453272793088	positive	RT @aliciakeys: Congrats to @OurNameIsFun for winning Best New Artist! Love seeing new talent and they totally deserved it!!! #GRAMMYs
